,Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total,Year,CENSUS_TYPE
0,Catholic,2,20,Parade College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,342.0,327.0,0.0,327.0,322.0,0.0,322.0,355.0,0.0,355.0,307.0,0.0,307.0,315.0,0.0,315.0,0.0,0.0,0.0,1968.0,1968.0,2021,F
1,Catholic,2,25,Simonds Catholic College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,72.0,63.0,0.0,63.0,79.0,0.0,79.0,64.0,0.0,64.0,70.0,0.0,70.0,64.0,0.0,64.0,0.0,0.0,0.0,412.0,412.0,2021,F
2,Catholic,2,26,St Marys College Melbourne,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,6.0,50.0,56.0,6.0,62.0,79.0,27.0,106.0,91.0,18.0,109.0,79.0,29.0,108.0,91.0,13.0,104.0,0.0,0.0,0.0,539.0,539.0,2021,F
3,Catholic,2,28,St Patrick's College Ballarat,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,240.0,231.0,0.0,231.0,225.0,0.0,225.0,219.0,0.0,219.0,208.0,0.0,208.0,174.0,0.0,174.0,0.0,0.0,0.0,1297.0,1297.0,2021,F
4,Catholic,2,29,St Patrick's School,Primary,O,15.0,20.0,35.0,28.0,13.0,41.0,14.0,18.0,32.0,16.0,18.0,34.0,17.0,15.0,32.0,15.0,17.0,32.0,15.0,23.0,38.0,0.0,0.0,0.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,2021,F
5,Catholic,2,30,St Alipius' Parish School,Primary,O,17.0,18.0,35.0,17.0,20.0,37.0,10.0,19.0,29.0,19.0,13.0,32.0,18.0,23.0,41.0,18.0,28.0,46.0,21.0,25.0,46.0,0.0,0.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,2021,F
6,Catholic,2,33,Emmanuel College Inc.,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,135.0,244.0,105.0,120.0,225.0,110.0,107.0,217.0,83.0,121.0,204.0,90.1,99.2,189.3,73.1,99.5,172.6,0.0,0.0,0.0,1251.9,1251.9,2021,F
7,Catholic,2,35,Loreto College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,157.0,0.0,156.0,156.0,0.0,158.0,158.0,0.0,151.0,151.0,0.0,159.0,159.0,0.0,150.4,150.4,0.0,0.0,0.0,931.4,931.4,2021,F
8,Catholic,2,60,St Mary's School,Primary,O,6.0,11.0,17.0,11.0,10.0,21.0,10.7,12.0,22.7,13.2,14.0,27.2,17.0,10.0,27.0,15.0,17.0,32.0,19.0,13.0,32.0,0.0,0.0,0.0,178.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.9,2021,F
9,Catholic,2,77,Sacred Heart School,Primary,O,27.0,22.0,49.0,20.0,25.0,45.0,22.0,26.0,48.0,21.0,29.0,50.0,21.0,23.0,44.0,19.0,19.0,38.0,16.0,25.0,41.0,0.0,0.0,0.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,2021,F
10,Catholic,2,78,St Mary's School,Primary,O,17.0,20.0,37.0,22.0,19.0,41.0,21.0,23.0,44.0,30.0,18.0,48.0,27.0,23.0,50.0,28.0,20.0,48.0,30.0,20.0,50.0,0.0,0.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,2021,F
11,Catholic,2,98,St Michaels Primary School,Primary,O,30.0,20.0,50.0,18.0,13.0,31.0,16.0,18.0,34.0,16.0,17.0,33.0,16.0,6.0,22.0,14.0,6.0,20.0,11.0,6.0,17.0,0.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,2021,F
12,Catholic,2,104,St Patrick's School,Primary,O,17.0,24.0,41.0,13.0,20.6,33.6,16.0,20.0,36.0,30.0,21.0,51.0,19.6,18.0,37.6,26.0,24.0,50.0,19.0,28.0,47.0,0.0,0.0,0.0,296.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.2,2021,F
13,Catholic,2,107,St Mary's School,Primary,O,13.0,11.0,24.0,14.0,17.0,31.0,20.0,16.0,36.0,14.0,16.0,30.0,14.0,22.0,36.0,17.0,14.0,31.0,16.0,21.0,37.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,2021,F
14,Catholic,2,111,Assumption College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,99.0,225.0,107.0,94.0,201.0,132.0,109.0,241.0,112.0,109.0,221.0,94.0,90.0,184.0,96.0,89.0,185.0,0.0,0.0,0.0,1257.0,1257.0,2021,F
15,Catholic,2,113,St Brendan's School,Primary,O,9.0,8.0,17.0,9.0,12.0,21.0,5.0,10.0,15.0,9.0,10.0,19.0,5.0,5.0,10.0,9.0,8.0,17.0,8.0,7.0,15.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,2021,F
16,Catholic,2,130,Catherine McAuley College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,155.0,320.0,151.0,128.0,279.0,132.0,125.0,257.0,110.0,131.0,241.0,82.0,110.0,192.0,86.0,86.0,172.0,0.0,0.0,0.0,1461.0,1461.0,2021,F
17,Catholic,2,132,St Augustine's School,Primary,O,21.0,22.0,43.0,14.0,14.0,28.0,11.0,13.0,24.0,22.0,19.0,41.0,23.0,16.0,39.0,20.0,20.0,40.0,15.0,12.0,27.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,2021,F
18,Catholic,2,139,St Mary's School,Primary,O,25.0,39.0,64.0,39.0,35.0,74.0,34.0,27.0,61.0,33.0,34.0,67.0,33.0,39.0,72.0,28.0,19.0,47.0,24.0,33.0,57.0,0.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,2021,F
19,Catholic,2,140,St Aloysius' School,Primary,O,21.0,13.0,34.0,21.0,16.0,37.0,22.0,11.0,33.0,17.0,18.0,35.0,20.0,17.0,37.0,26.0,14.0,40.0,20.0,6.0,26.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,2021,F
20,Catholic,2,148,St Joseph's School,Primary,O,42.0,32.0,74.0,33.0,37.0,70.0,32.0,31.0,63.0,32.0,30.0,62.0,41.0,33.0,74.0,15.0,16.0,31.0,21.0,25.0,46.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,2021,F
21,Catholic,2,149,Sacre Coeur,Pri/Sec,O,0.0,18.0,18.0,0.0,16.0,16.0,0.0,13.0,13.0,0.0,23.0,23.0,0.0,24.0,24.0,0.0,42.0,42.0,0.0,36.0,36.0,0.0,0.0,0.0,172.0,0.0,76.0,76.0,0.0,89.0,89.0,0.0,93.0,93.0,0.0,93.0,93.0,0.0,91.0,91.0,0.0,95.0,95.0,0.0,0.0,0.0,537.0,709.0,2021,F
22,Catholic,2,151,St Joseph's School,Primary,O,12.0,12.0,24.0,10.0,5.0,15.0,11.0,12.0,23.0,10.0,12.0,22.0,5.0,12.0,17.0,7.0,13.0,20.0,6.0,12.0,18.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,2021,F
23,Catholic,2,152,Sacred Heart School,Primary,O,9.0,12.0,21.0,9.0,10.0,19.0,3.0,10.0,13.0,10.0,2.0,12.0,10.0,5.0,15.0,6.0,7.0,13.0,11.0,11.0,22.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,2021,F
24,Catholic,2,153,Sacred Heart School,Primary,O,7.0,4.0,11.0,6.0,11.0,17.0,7.0,9.0,16.0,7.0,7.0,14.0,6.0,7.0,13.0,5.0,8.0,13.0,2.0,4.0,6.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2021,F
25,Catholic,2,154,St Michael's School,Primary,O,30.0,32.0,62.0,26.0,41.4,67.4,37.0,31.0,68.0,35.0,32.0,67.0,36.0,29.0,65.0,29.0,39.0,68.0,32.0,34.0,66.0,0.0,0.0,0.0,463.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.4,2021,F
26,Catholic,2,156,St Brendan's School,Primary,O,32.0,35.0,67.0,28.0,34.0,62.0,22.0,25.0,47.0,30.0,32.0,62.0,25.0,25.0,50.0,36.0,18.0,54.0,29.0,30.0,59.0,0.0,0.0,0.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,2021,F
27,Catholic,2,161,St Mary's College,Pri/Sec,O,18.0,19.0,37.0,23.0,23.0,46.0,9.0,27.0,36.0,23.0,20.0,43.0,22.0,12.0,34.0,16.0,14.0,30.0,23.0,14.0,37.0,0.0,0.0,0.0,263.0,31.0,25.0,56.0,36.0,25.0,61.0,13.0,17.0,30.0,11.0,21.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,442.0,2021,F
28,Catholic,2,181,St Mary's School,Primary,O,1.0,3.0,4.0,4.0,1.0,5.0,4.0,2.0,6.0,1.0,4.0,5.0,4.0,1.0,5.0,2.0,3.0,5.0,5.0,3.0,8.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,2021,F
29,Catholic,2,183,St Mary's Primary School,Primary,O,12.0,12.0,24.0,14.0,10.0,24.0,14.0,11.0,25.0,14.0,14.0,28.0,16.0,10.0,26.0,16.0,10.0,26.0,12.0,16.0,28.0,0.0,0.0,0.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,2021,F
30,Catholic,2,184,St Patrick's Primary School,Primary,O,42.0,36.0,78.0,43.0,37.0,80.0,38.0,31.0,69.0,40.0,41.0,81.0,43.6,31.0,74.6,36.0,35.0,71.0,43.0,41.0,84.0,0.0,0.0,0.0,537.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.6,2021,F
31,Catholic,2,185,St Brigid's School,Primary,O,4.0,4.0,8.0,8.0,7.0,15.0,5.0,9.0,14.0,3.0,5.0,8.0,3.0,12.0,15.0,14.0,9.0,23.0,6.0,9.0,15.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,2021,F
32,Catholic,2,187,St Patrick's School,Primary,O,6.0,4.0,10.0,4.0,2.0,6.0,5.0,3.0,8.0,0.0,4.0,4.0,4.0,2.0,6.0,1.0,4.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2021,F
33,Catholic,2,191,St Mary's School,Primary,O,10.0,14.0,24.0,21.0,13.0,34.0,8.0,9.0,17.0,9.0,18.0,27.0,12.0,15.0,27.0,9.0,9.0,18.0,10.0,11.0,21.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,2021,F
34,Catholic,2,192,St Augustine's School,Primary,O,10.0,9.0,19.0,9.0,14.0,23.0,10.0,7.0,17.0,11.0,14.0,25.0,8.0,6.0,14.0,10.0,14.0,24.0,7.0,13.0,20.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,2021,F
35,Catholic,2,204,St Monica's School,Primary,O,24.0,17.0,41.0,29.0,31.0,60.0,25.0,30.0,55.0,20.0,17.0,37.0,26.0,24.0,50.0,18.0,18.0,36.0,19.0,27.0,46.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,2021,F
36,Catholic,2,205,St Joseph's School,Primary,O,23.0,30.0,53.0,24.0,19.0,43.0,39.0,24.0,63.0,9.0,35.0,44.0,23.0,21.0,44.0,26.0,18.0,44.0,20.0,31.0,51.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342.0,2021,F
37,Catholic,2,212,St Brendan's Primary School,Primary,O,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2021,F
38,Catholic,2,219,Sacred Heart College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,231.0,0.0,257.0,257.0,0.0,258.0,258.0,0.0,257.0,257.0,0.0,251.0,251.0,0.0,248.0,248.0,0.0,0.0,0.0,1502.0,1502.0,2021,F
39,Catholic,2,227,St Patrick's School,Primary,O,13.0,11.0,24.0,10.0,9.0,19.0,8.0,3.0,11.0,8.0,3.0,11.0,5.0,5.0,10.0,7.0,7.0,14.0,1.0,4.0,5.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,2021,F
40,Catholic,2,236,St Joseph's College Mildura,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,73.0,141.0,79.0,80.0,159.0,70.0,96.0,166.0,90.0,93.0,183.0,41.0,42.0,83.0,47.0,49.0,96.0,0.0,0.0,0.0,828.0,828.0,2021,F
41,Catholic,2,250,Star of the Sea College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,212.0,0.0,201.0,201.0,0.0,207.0,207.0,0.0,214.0,214.0,0.0,197.0,197.0,0.0,181.0,181.0,0.0,0.0,0.0,1212.0,1212.0,2021,F
42,Catholic,2,251,St James' School,Primary,O,7.0,16.0,23.0,11.0,13.0,24.0,7.0,17.0,24.0,16.0,16.0,32.0,9.0,23.0,32.0,8.0,12.0,20.0,7.0,16.0,23.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,2021,F
43,Catholic,2,252,St Peter's School,Primary,O,46.0,45.0,91.0,35.0,48.0,83.0,43.0,36.0,79.0,49.0,44.0,93.0,35.0,43.0,78.0,39.0,34.0,73.0,52.0,53.0,105.0,0.0,0.0,0.0,602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,2021,F
44,Catholic,2,262,St Liborius' School,Primary,O,15.0,16.0,31.0,20.0,18.0,38.0,22.0,17.0,39.0,24.0,19.0,43.0,15.0,23.0,38.0,13.0,16.0,29.0,21.0,16.0,37.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,2021,F
45,Catholic,2,265,Damascus College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,112.0,208.0,90.0,114.0,204.0,98.0,109.0,207.0,85.0,119.0,204.0,82.0,106.0,188.0,56.0,97.0,153.0,0.0,0.0,0.0,1164.0,1164.0,2021,F
46,Catholic,2,285,St Mary's School,Primary,O,7.0,7.0,14.0,4.0,11.0,15.0,6.0,4.0,10.0,8.0,5.0,13.0,5.0,6.0,11.0,4.0,6.0,10.0,7.0,3.0,10.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2021,F
47,Catholic,2,286,Sacred Heart College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,82.0,153.0,78.0,75.0,153.0,53.0,83.0,136.0,78.0,78.0,156.0,42.0,47.0,89.0,53.0,53.0,106.0,0.0,0.0,0.0,793.0,793.0,2021,F
48,Catholic,2,289,St Ambrose's School,Primary,O,15.0,16.0,31.0,25.0,14.0,39.0,20.0,26.0,46.0,16.0,14.0,30.0,27.0,17.0,44.0,16.0,12.0,28.0,14.0,18.0,32.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2021,F
49,Catholic,2,299,St Joseph's School,Primary,O,0.0,2.0,2.0,4.0,2.0,6.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,1.0,0.0,1.0,4.0,3.0,7.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021,F
50,Catholic,2,324,Sacred Heart School,Primary,O,20.0,20.0,40.0,17.0,19.0,36.0,21.0,25.0,46.0,8.0,23.0,31.0,12.0,24.0,36.0,15.0,11.0,26.0,13.0,17.0,30.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,2021,F
51,Catholic,2,336,St Paul's School,Primary,O,16.0,14.0,30.0,14.0,23.0,37.0,20.0,13.0,33.0,22.0,17.0,39.0,18.0,23.0,41.0,21.9,18.0,39.9,18.0,12.0,30.0,0.0,0.0,0.0,249.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.9,2021,F
52,Catholic,2,338,St Andrew's School,Primary,O,21.0,9.0,30.0,22.0,18.0,40.0,19.0,21.0,40.0,12.0,29.0,41.0,16.0,21.0,37.0,18.0,25.0,43.0,24.0,18.0,42.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,2021,F
53,Catholic,2,353,St Brigid's School,Primary,O,20.0,13.0,33.0,20.0,18.0,38.0,11.0,6.0,17.0,13.0,18.0,31.0,9.0,9.0,18.0,13.0,8.0,21.0,8.0,19.0,27.0,0.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,2021,F
54,Catholic,2,355,Our Lady of Mount Carmel School,Primary,O,21.0,14.0,35.0,22.0,13.0,35.0,15.2,19.0,34.2,17.0,20.0,37.0,25.0,18.0,43.0,24.0,23.0,47.0,17.0,21.0,38.0,0.0,0.0,0.0,269.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.2,2021,F
55,Catholic,2,367,St Joseph's School,Primary,O,4.0,3.0,7.0,2.0,2.0,4.0,3.0,3.0,6.0,2.0,4.0,6.0,3.0,3.0,6.0,4.0,1.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2021,F
56,Catholic,2,368,St Mary's School,Primary,O,4.0,11.0,15.0,4.0,8.0,12.0,7.0,7.0,14.0,4.0,5.0,9.0,7.0,2.0,9.0,12.0,6.0,18.0,9.4,8.4,17.8,0.0,0.0,0.0,94.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8,2021,F
57,Catholic,2,379,St Mary's School,Primary,O,1.0,0.0,1.0,5.0,3.0,8.0,5.0,3.0,8.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,4.0,5.0,5.0,3.0,8.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2021,F
58,Catholic,2,384,FCJ College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,69.0,31.0,38.0,69.0,37.0,44.0,81.0,25.0,28.0,53.0,18.0,30.0,48.0,27.0,30.0,57.0,0.0,0.0,0.0,377.0,377.0,2021,F
59,Catholic,2,386,St Patrick's School,Primary,O,27.0,29.0,56.0,32.0,24.0,56.0,33.0,24.0,57.0,38.0,31.0,69.0,39.2,29.0,68.2,38.0,40.0,78.0,31.0,44.0,75.0,0.0,0.0,0.0,459.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.2,2021,F
