,Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total,Year,CENSUS_TYPE
2065,Independent,2,545,Bayview College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,18.0,42.0,31.3,25.0,56.3,19.0,23.0,42.0,18.0,27.0,45.0,13.0,15.4,28.4,21.0,13.2,34.2,0.0,0.0,0.0,247.9,247.9,2021,F
2066,Independent,2,554,Presbyterian Ladies' College,Pri/Sec,O,0.0,65.0,65.0,0.0,67.0,67.0,0.0,66.0,66.0,0.0,66.0,66.0,0.0,69.0,69.0,0.0,81.0,81.0,0.0,89.0,89.0,0.0,0.0,0.0,503.0,0.0,146.0,146.0,0.0,163.0,163.0,0.0,154.0,154.0,0.0,149.0,149.0,0.0,179.0,179.0,0.0,167.0,167.0,0.0,0.0,0.0,958.0,1461.0,2021,F
2067,Independent,2,818,St Michael's Grammar School,Pri/Sec,O,12.0,8.0,20.0,12.0,13.0,25.0,17.0,15.0,32.0,15.0,12.0,27.0,22.0,14.0,36.0,32.0,22.0,54.0,38.0,29.0,67.0,0.0,0.0,0.0,261.0,76.0,57.0,133.0,84.0,61.0,145.0,85.0,59.0,144.0,70.0,80.0,150.0,81.0,69.0,150.0,71.0,57.0,128.0,0.0,0.0,0.0,850.0,1111.0,2021,F
2068,Independent,2,879,Firbank Grammar School,Pri/Sec,O,14.0,17.0,31.0,14.0,23.0,37.0,12.0,26.0,38.0,6.0,45.0,51.0,4.0,42.0,46.0,6.0,46.0,52.0,13.0,69.0,82.0,0.0,0.0,0.0,337.0,0.0,117.0,117.0,0.0,121.0,121.0,0.0,113.0,113.0,0.0,121.0,121.0,0.0,125.0,125.0,0.0,135.0,135.0,0.0,0.0,0.0,732.0,1069.0,2021,F
2069,Independent,2,928,Ballarat Grammar,Pri/Sec,O,32.0,25.0,57.0,30.0,35.0,65.0,38.0,28.0,66.0,34.0,30.0,64.0,35.0,43.0,78.0,54.0,52.0,106.0,50.0,46.0,96.0,0.0,0.0,0.0,532.0,87.0,115.0,202.0,88.0,79.0,167.0,92.0,110.0,202.0,80.0,111.0,191.0,79.0,107.0,186.0,81.0,92.0,173.0,0.0,0.0,0.0,1121.0,1653.0,2021,F
2070,Independent,2,971,The Hamilton and Alexandra College,Pri/Sec,O,7.0,8.0,15.0,5.0,7.0,12.0,9.0,3.0,12.0,4.0,8.0,12.0,9.0,11.0,20.0,11.0,2.0,13.0,24.0,11.0,35.0,0.0,0.0,0.0,119.0,31.0,22.0,53.0,34.0,34.0,68.0,27.0,38.0,65.0,36.0,20.0,56.0,25.0,28.0,53.0,30.0,30.0,60.0,0.0,0.0,0.0,355.0,474.0,2021,F
2071,Independent,2,1003,Westbourne Grammar School,Primary,O,20.0,17.0,37.0,16.0,21.0,37.0,24.0,16.0,40.0,19.0,20.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,2021,F
2072,Independent,2,1004,Ivanhoe Grammar School,Pri/Sec,O,37.0,32.0,69.0,37.0,23.0,60.0,39.0,32.0,71.0,35.0,37.0,72.0,44.0,24.0,68.0,43.0,36.0,79.0,47.0,34.0,81.0,0.0,0.0,0.0,500.0,165.0,119.0,284.0,169.0,123.0,292.0,152.0,140.0,292.0,152.0,121.0,273.0,153.0,107.0,260.0,164.0,126.0,290.0,0.0,0.0,0.0,1691.0,2191.0,2021,F
2073,Independent,2,1021,Scotch College,Pri/Sec,O,47.0,0.0,47.0,48.0,0.0,48.0,48.0,0.0,48.0,52.0,0.0,52.0,78.0,0.0,78.0,78.0,0.0,78.0,80.0,0.0,80.0,0.0,0.0,0.0,431.0,236.0,0.0,236.0,231.0,0.0,231.0,250.0,0.0,250.0,242.0,0.0,242.0,265.0,0.0,265.0,238.0,0.0,238.0,0.0,0.0,0.0,1462.0,1893.0,2021,F
2074,Independent,2,1025,St Leonard's College,Pri/Sec,O,19.0,17.0,36.0,23.0,14.0,37.0,23.0,22.0,45.0,30.0,19.0,49.0,33.0,31.0,64.0,45.0,46.0,91.0,48.0,44.0,92.0,0.0,0.0,0.0,414.0,95.0,91.0,186.0,87.0,87.0,174.0,80.0,102.0,183.0,94.0,85.0,181.0,98.0,99.0,198.0,84.0,98.0,182.0,0.0,0.0,0.0,1104.0,1518.0,2021,F
2075,Independent,2,1080,Tintern Grammar,Pri/Sec,O,18.0,21.0,39.0,17.0,14.0,31.0,15.0,15.0,30.0,13.0,17.0,30.0,25.0,12.0,37.0,22.0,20.0,42.0,24.0,24.0,48.0,0.0,0.0,0.0,257.0,44.0,43.0,87.0,50.0,46.0,96.0,42.0,45.0,87.0,47.0,35.0,82.0,32.0,49.0,81.0,51.0,53.0,104.0,0.0,0.0,0.0,537.0,794.0,2021,F
2076,Independent,2,1086,Toorak College,Pri/Sec,O,2.0,17.0,19.0,0.0,22.0,22.0,0.0,27.0,27.0,4.0,37.0,41.0,2.0,42.0,44.0,0.0,51.0,51.0,0.0,59.0,59.0,0.0,0.0,0.0,263.0,0.0,88.0,88.0,0.0,82.0,82.0,0.0,90.0,90.0,1.0,89.0,90.0,0.0,82.0,82.0,0.0,78.0,78.0,0.0,0.0,0.0,510.0,773.0,2021,F
2077,Independent,2,1116,St Catherine's School,Pri/Sec,O,0.0,7.0,7.0,0.0,12.0,12.0,0.0,16.0,16.0,0.0,16.0,16.0,0.0,25.0,25.0,0.0,33.0,33.0,0.0,40.0,40.0,0.0,0.0,0.0,149.0,0.0,62.0,62.0,0.0,70.0,70.0,0.0,74.0,74.0,0.0,75.0,75.0,0.0,79.0,79.0,0.0,82.0,82.0,0.0,0.0,0.0,442.0,591.0,2021,F
2078,Independent,2,1117,Lowther Hall Anglican Grammar School,Pri/Sec,O,0.0,26.0,26.0,0.0,34.0,34.0,0.0,37.0,37.0,0.0,39.0,39.0,0.0,45.0,45.0,0.0,54.0,54.0,0.0,52.0,52.0,0.0,0.0,0.0,287.0,0.0,77.0,77.0,0.0,86.0,86.0,0.0,81.0,81.0,0.0,85.0,85.0,0.0,88.0,88.0,0.0,90.0,90.0,0.0,0.0,0.0,507.0,794.0,2021,F
2079,Independent,2,1144,Penleigh & Essendon Grammar School,Pri/Sec,O,75.0,73.0,148.0,75.0,74.0,149.0,75.0,75.0,150.0,75.0,75.0,150.0,76.0,75.0,151.0,75.0,75.0,150.0,75.0,75.0,150.0,0.0,0.0,0.0,1048.0,150.0,154.0,304.0,150.0,138.0,288.0,153.0,142.0,295.0,151.0,150.0,301.0,153.0,122.0,275.0,150.0,128.0,278.0,0.0,0.0,0.0,1741.0,2789.0,2021,F
2080,Independent,2,1163,Shelford Girls' Grammar,Pri/Sec,O,0.0,5.0,5.0,0.0,12.0,12.0,0.0,12.0,12.0,0.0,17.0,17.0,0.0,20.0,20.0,0.0,21.0,21.0,0.0,37.0,37.0,0.0,0.0,0.0,124.0,0.0,51.0,51.0,0.0,52.0,52.0,0.0,49.0,49.0,0.0,61.0,61.0,0.0,67.0,67.0,0.0,57.0,57.0,0.0,0.0,0.0,337.0,461.0,2021,F
2081,Independent,2,1183,Mentone Grammar School,Pri/Sec,O,35.0,12.0,47.0,31.0,15.0,46.0,22.0,17.0,39.0,29.0,21.0,50.0,34.0,16.0,50.0,41.0,29.0,70.0,50.0,40.0,90.0,0.0,0.0,0.0,392.0,132.0,89.0,221.0,112.0,69.0,181.0,121.0,75.0,196.0,123.0,82.0,205.0,105.0,104.0,209.0,132.0,69.0,201.0,0.0,0.0,0.0,1213.0,1605.0,2021,F
2082,Independent,2,1187,Ivanhoe Girls' Grammar School,Pri/Sec,O,0.0,18.0,18.0,0.0,12.0,12.0,0.0,15.0,15.0,0.0,21.0,21.0,0.0,31.0,31.0,0.0,43.0,43.0,0.0,55.0,55.0,0.0,0.0,0.0,195.0,0.0,95.0,95.0,0.0,111.0,111.0,0.0,114.0,114.0,0.0,104.0,104.0,0.0,100.0,100.0,0.0,85.0,85.0,0.0,0.0,0.0,609.0,804.0,2021,F
2083,Independent,2,1189,Carey Baptist Grammar School,Pri/Sec,O,52.0,41.0,93.0,51.0,41.0,92.0,50.0,55.0,105.0,51.0,61.0,112.0,49.0,53.0,102.0,73.0,62.0,135.0,77.0,67.0,144.0,0.0,0.0,0.0,783.0,138.0,122.0,260.0,125.0,141.0,266.0,130.0,131.0,261.0,155.0,142.0,297.0,158.0,143.0,301.0,125.7,130.7,256.4,0.0,0.0,0.0,1641.4,2424.4,2021,F
2084,Independent,2,1190,Kilvington Grammar School,Pri/Sec,O,15.0,12.0,27.0,17.0,16.0,33.0,11.0,8.0,19.0,23.0,20.0,43.0,16.0,16.0,32.0,19.0,25.0,44.0,22.0,23.0,45.0,0.0,0.0,0.0,243.0,44.0,44.0,88.0,55.0,44.0,99.0,42.0,40.0,82.0,36.0,46.0,82.0,45.0,43.0,89.0,35.0,35.7,70.7,0.0,0.0,0.0,510.7,753.7,2021,F
2085,Independent,2,1191,Haileybury College,Pri/Sec,O,100.0,0.0,100.0,101.0,0.0,101.0,96.0,0.0,96.0,105.0,0.0,105.0,101.0,0.0,101.0,165.0,0.0,165.0,163.0,0.0,163.0,0.0,0.0,0.0,831.0,276.0,0.0,276.0,283.0,0.0,283.0,250.0,0.0,250.0,287.0,0.0,287.0,268.0,0.0,268.0,248.0,0.0,248.0,0.0,0.0,0.0,1612.0,2443.0,2021,F
2086,Independent,2,1209,Strathcona Baptist Girls' Grammar,Pri/Sec,O,0.0,8.0,8.0,0.0,17.0,17.0,0.0,16.0,16.0,0.0,18.0,18.0,0.0,23.0,23.0,0.0,33.0,33.0,0.0,39.0,39.0,0.0,0.0,0.0,154.0,0.0,80.0,80.0,0.0,100.0,100.0,0.0,106.0,106.0,0.0,97.0,97.0,0.0,120.0,120.0,0.0,87.0,87.0,0.0,0.0,0.0,590.0,744.0,2021,F
2087,Independent,2,1213,Mentone Girls' Grammar School,Pri/Sec,O,0.0,13.0,13.0,0.0,23.0,23.0,0.0,16.0,16.0,0.0,20.0,20.0,0.0,22.0,22.0,0.0,26.0,26.0,0.0,32.0,32.0,0.0,0.0,0.0,152.0,0.0,68.0,68.0,0.0,79.0,79.0,0.0,95.0,95.0,0.0,85.0,85.0,0.0,79.0,79.0,0.0,106.0,106.0,0.0,0.0,0.0,512.0,664.0,2021,F
2088,Independent,2,1218,Gippsland Grammar,Pri/Sec,O,31.0,31.0,62.0,34.0,30.0,64.0,29.0,25.0,54.0,33.0,24.0,57.0,32.0,29.0,61.0,38.0,32.0,70.0,37.0,33.0,70.0,0.0,0.0,0.0,438.0,46.0,48.0,94.0,44.0,46.0,90.0,48.0,59.0,107.0,47.0,42.0,89.0,40.0,58.0,98.0,42.0,49.7,91.7,0.0,0.0,0.0,569.7,1007.7,2021,F
2089,Independent,2,1258,Camberwell Grammar School,Pri/Sec,O,25.0,0.0,25.0,25.0,0.0,25.0,25.0,0.0,25.0,24.0,0.0,24.0,50.0,0.0,50.0,50.0,0.0,50.0,50.0,0.0,50.0,0.0,0.0,0.0,249.0,180.0,0.0,180.0,198.0,0.0,198.0,175.0,0.0,175.0,175.0,0.0,175.0,184.0,0.0,184.0,169.0,0.0,169.0,0.0,0.0,0.0,1081.0,1330.0,2021,F
2090,Independent,2,1262,Brighton Grammar School,Pri/Sec,O,23.0,0.0,23.0,31.0,0.0,31.0,31.0,0.0,31.0,53.0,0.0,53.0,42.0,0.0,42.0,90.0,0.0,90.0,93.0,0.0,93.0,0.0,0.0,0.0,363.0,151.0,0.0,151.0,163.0,0.0,163.0,163.0,0.0,163.0,153.0,0.0,153.0,167.0,0.0,167.0,145.0,0.0,145.0,0.0,0.0,0.0,942.0,1305.0,2021,F
2091,Independent,2,1267,Huntingtower School,Pri/Sec,O,11.0,13.0,24.0,13.0,12.0,25.0,12.0,13.0,25.0,12.0,13.0,25.0,11.0,14.0,25.0,11.0,14.0,25.0,14.0,11.0,25.0,0.0,0.0,0.0,174.0,46.0,48.0,94.0,48.0,44.0,92.0,42.0,49.0,91.0,51.0,43.0,94.0,50.0,43.0,93.0,38.0,49.0,87.0,0.0,0.0,0.0,551.0,725.0,2021,F
2092,Independent,2,1304,Kingswood College,Pri/Sec,O,8.0,2.0,10.0,12.0,9.0,21.0,6.0,4.0,10.0,11.0,12.0,23.0,7.0,8.0,15.0,9.0,11.0,20.0,14.0,11.0,25.0,0.0,0.0,0.0,124.0,41.0,20.0,61.0,35.0,32.0,67.0,31.0,26.0,57.0,45.0,37.0,82.0,36.0,37.0,73.0,33.0,34.0,67.0,0.0,0.0,0.0,407.0,531.0,2021,F
2093,Independent,2,1316,St Margarets Berwick Grammar,Pri/Sec,O,14.0,12.0,26.0,13.0,25.0,38.0,11.0,19.0,30.0,20.0,11.0,31.0,18.0,21.0,39.0,14.0,15.0,29.0,14.0,28.0,42.0,0.0,0.0,0.0,235.0,25.0,34.0,59.0,27.0,52.0,79.0,24.0,29.0,53.0,24.0,48.0,72.0,30.0,54.0,84.0,31.0,55.0,86.0,0.0,0.0,0.0,433.0,668.0,2021,F
2094,Independent,2,1322,Camberwell Girls Grammar School,Pri/Sec,O,0.0,20.0,20.0,0.0,18.0,18.0,0.0,20.0,20.0,0.0,25.0,25.0,0.0,22.0,22.0,0.0,33.0,33.0,0.0,46.0,46.0,0.0,0.0,0.0,184.0,0.0,91.0,91.0,0.0,104.0,104.0,0.0,97.0,97.0,0.0,93.0,93.0,0.0,107.0,107.0,0.0,82.2,82.2,0.0,0.0,0.0,574.2,758.2,2021,F
2095,Independent,2,1377,"Preshil, The Margaret Lyttle Memorial School",Pri/Sec,O,4.0,7.0,11.0,7.0,5.0,12.0,9.0,8.0,17.0,4.0,5.0,9.0,4.0,3.0,7.0,6.0,7.0,13.0,8.0,3.0,11.0,0.0,0.0,0.0,80.0,19.0,13.0,32.0,13.0,16.0,29.0,15.0,7.0,22.0,17.0,14.0,31.0,25.0,13.0,38.0,15.0,12.0,27.0,0.0,0.0,0.0,179.0,259.0,2021,F
2096,Independent,2,1490,Mount Scopus Memorial College,Pri/Sec,O,45.0,42.0,87.0,50.0,43.0,93.0,47.0,37.0,84.0,35.0,23.0,58.0,45.0,45.0,90.0,36.0,41.0,77.0,54.0,50.0,104.0,0.0,0.0,0.0,593.0,60.0,59.0,119.0,62.0,57.0,119.0,71.0,60.0,131.0,61.0,31.0,92.0,55.0,67.0,122.0,56.0,58.0,114.0,0.0,0.0,0.0,697.0,1290.0,2021,F
2097,Independent,2,1498,Henderson College,Pri/Sec,O,6.0,3.0,9.0,11.0,12.0,23.0,14.0,10.0,24.0,12.0,9.0,21.0,2.0,7.0,9.0,8.0,10.0,18.0,8.0,11.0,19.0,0.0,0.0,0.0,123.0,12.0,13.0,25.0,8.0,8.0,16.0,7.0,8.0,15.0,4.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,195.0,2021,F
2098,Independent,2,1508,Nunawading Christian College-Primary,Primary,O,18.0,24.0,42.0,15.0,20.0,35.0,13.0,26.0,39.0,11.0,23.0,34.0,18.0,22.0,40.0,22.0,11.0,33.0,21.0,20.0,41.0,0.0,0.0,0.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,2021,F
2099,Independent,2,1511,Heritage College,Pri/Sec,O,24.0,15.0,39.0,17.0,18.0,35.0,23.0,23.0,46.0,16.0,16.0,32.0,9.0,19.0,28.0,22.0,22.0,44.0,9.0,20.0,29.0,0.0,0.0,0.0,253.0,25.0,19.0,44.0,28.0,20.0,48.0,15.0,16.0,31.0,13.0,12.0,25.0,8.0,10.0,18.0,5.0,12.0,17.0,0.0,0.0,0.0,183.0,436.0,2021,F
2100,Independent,2,1515,Adass Israel School,Pri/Sec,O,12.0,19.0,31.0,15.0,19.0,34.0,13.0,11.0,24.0,16.0,17.0,33.0,13.0,22.0,35.0,18.0,26.0,44.0,21.0,16.0,37.0,0.0,0.0,0.0,238.0,18.0,15.0,33.0,15.0,23.0,38.0,20.0,18.0,38.0,18.0,21.0,39.0,15.0,20.0,35.0,0.0,16.0,16.0,0.0,0.0,0.0,199.0,437.0,2021,F
2101,Independent,2,1533,Yeshivah College,Pri/Sec,O,32.0,0.0,32.0,24.0,0.0,24.0,48.0,0.0,48.0,28.0,0.0,28.0,31.0,0.0,31.0,42.0,0.0,42.0,37.0,0.0,37.0,0.0,0.0,0.0,242.0,31.0,0.0,31.0,39.0,0.0,39.0,29.0,0.0,29.0,29.0,0.0,29.0,30.0,0.0,30.0,17.0,0.0,17.0,0.0,0.0,0.0,175.0,417.0,2021,F
2102,Independent,2,1559,Rossbourne School,Special,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,42.0,137.0,137.0,137.0,2021,F
2103,Independent,2,1561,Beth Rivkah Ladies College,Pri/Sec,O,0.0,42.0,42.0,0.0,37.0,37.0,0.0,40.0,40.0,0.0,54.0,54.0,0.0,43.0,43.0,0.0,54.0,54.0,0.0,46.0,46.0,0.0,0.0,0.0,316.0,0.0,47.0,47.0,0.0,48.0,48.0,0.0,39.0,39.0,0.0,42.0,42.0,0.0,40.0,40.0,0.0,24.0,24.0,0.0,0.0,0.0,240.0,556.0,2021,F
2104,Independent,2,1577,St Peter's Lutheran School,Primary,O,3.0,2.0,5.0,1.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,6.0,3.0,1.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,2021,F
2105,Independent,2,1609,Leibler Yavneh College,Pri/Sec,O,23.0,15.0,38.0,22.0,17.0,39.0,22.0,19.0,41.0,23.0,11.0,34.0,20.0,15.0,35.0,22.0,17.0,39.0,25.0,18.0,43.0,0.0,0.0,0.0,269.0,34.0,23.2,57.2,28.0,28.0,56.0,19.0,37.0,56.0,30.0,12.0,42.0,32.0,21.0,53.0,20.0,18.0,38.0,0.0,0.0,0.0,302.2,571.2,2021,F
2106,Independent,2,1610,Peninsula Grammar,Pri/Sec,O,22.0,10.0,32.0,26.0,16.0,42.0,27.0,13.0,40.0,25.0,11.0,36.0,24.0,23.0,47.0,45.0,29.0,74.0,53.0,33.0,86.0,0.0,0.0,0.0,357.0,81.0,63.0,144.0,88.0,55.0,143.0,82.0,57.0,139.0,81.0,58.0,139.0,80.0,47.0,127.0,79.0,64.0,143.0,0.0,0.0,0.0,835.0,1192.0,2021,F
2107,Independent,2,1617,St John's Lutheran School Geelong,Primary,O,25.0,26.0,51.0,17.0,27.0,44.0,15.0,16.0,31.0,28.0,20.0,48.0,14.0,14.0,28.0,22.0,21.0,43.0,15.0,25.0,40.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,2021,F
2108,Independent,2,1626,Bialik College,Pri/Sec,O,18.0,26.0,44.0,16.0,23.0,39.0,29.0,32.0,61.0,38.0,29.0,67.0,32.0,35.0,67.0,38.0,38.0,76.0,41.0,24.0,65.0,0.0,0.0,0.0,419.0,55.0,35.0,90.0,51.0,38.0,89.0,31.0,50.0,81.0,38.0,45.0,83.0,49.0,34.0,83.0,37.0,36.0,73.0,0.0,0.0,0.0,499.0,918.0,2021,F
2109,Independent,2,1633,Luther College,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,112.0,208.0,104.0,101.0,205.0,96.0,99.0,195.0,95.0,100.0,195.0,100.0,91.0,191.0,87.0,97.0,184.0,0.0,0.0,0.0,1178.0,1178.0,2021,F
2110,Independent,2,1647,St Paul's College Balwyn,Special,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,8.0,41.0,2021,F
2111,Independent,2,1658,Yarra Valley Grammar,Pri/Sec,O,19.0,16.0,35.0,14.0,19.0,33.0,24.0,12.0,36.0,17.0,18.0,35.0,27.0,18.0,45.0,39.0,28.0,67.0,34.0,26.0,60.0,0.0,0.0,0.0,311.0,107.0,65.0,172.0,114.0,65.0,179.0,96.0,74.0,170.0,110.0,67.0,177.0,96.0,68.0,164.0,109.0,71.0,181.0,0.0,0.0,0.0,1043.0,1354.0,2021,F
2112,Independent,2,1679,Maranatha Christian School,Pri/Sec,O,22.0,38.0,60.0,40.0,28.0,68.0,20.0,23.0,43.0,21.0,25.0,46.0,17.0,29.0,46.0,24.0,14.0,38.0,28.0,28.0,56.0,0.0,0.0,0.0,357.0,30.0,43.0,73.0,39.0,40.0,79.0,37.0,27.0,64.0,28.0,20.0,48.0,24.0,28.0,52.0,26.0,30.0,56.0,0.0,0.0,0.0,372.0,729.0,2021,F
2113,Independent,2,1701,Mount Evelyn Christian School/Ranges TEC,Pri/Sec,O,25.0,18.0,43.0,22.0,21.0,43.0,20.0,23.0,43.0,28.0,16.0,44.0,14.0,25.0,39.0,16.0,24.0,40.0,29.1,26.0,55.1,0.0,0.0,0.0,307.1,36.0,32.0,68.0,35.0,29.0,64.0,34.0,33.0,67.0,50.0,35.0,85.0,55.0,35.0,90.0,31.0,22.2,54.2,0.0,0.0,0.0,428.2,735.3,2021,F
2114,Independent,2,1706,Melbourne Rudolf Steiner School,Pri/Sec,O,12.0,13.0,25.0,16.0,12.0,28.0,14.0,16.0,30.0,14.0,15.0,29.0,14.0,17.0,31.0,8.0,20.0,28.0,15.0,15.0,30.0,0.0,0.0,0.0,201.0,22.0,30.0,52.0,30.0,21.0,51.0,29.0,19.0,48.0,25.0,19.0,44.0,9.0,19.0,28.0,21.0,20.0,41.0,0.0,0.0,0.0,264.0,465.0,2021,F
2115,Independent,2,1711,The Currajong School,Special,O,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,5.0,0.0,5.0,6.0,0.0,6.0,7.0,1.0,8.0,5.0,0.0,5.0,0.0,0.0,0.0,29.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,2021,F
2116,Independent,2,1712,Nunawading Christian College-Secondary,Secondary,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,16.0,47.0,32.0,20.0,52.0,15.0,15.0,30.0,12.0,15.0,27.0,8.0,14.0,22.0,18.0,20.0,38.0,0.0,0.0,0.0,216.0,216.0,2021,F
2117,Independent,2,1714,Eltham College,Pri/Sec,O,9.0,11.0,20.0,10.0,5.0,15.0,13.0,1.0,14.0,14.0,5.0,19.0,10.0,12.0,22.0,28.0,10.0,38.0,22.0,7.0,29.0,0.0,0.0,0.0,157.0,46.0,36.0,82.0,47.0,33.0,80.0,42.0,40.0,82.0,28.0,39.0,67.0,25.0,23.0,48.0,37.0,30.0,67.0,0.0,0.0,0.0,426.0,583.0,2021,F
2118,Independent,2,1721,Learning Co-Operative School,Primary,O,4.0,6.0,10.0,1.0,3.0,4.0,2.0,0.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,2021,F
2119,Independent,2,1724,Donvale Christian College,Pri/Sec,O,47.0,32.0,79.0,45.0,49.0,94.0,34.0,31.0,65.0,54.0,50.0,104.0,47.0,58.0,105.0,65.0,40.0,105.0,53.0,54.0,107.0,0.0,0.0,0.0,659.0,77.0,76.0,153.0,78.0,79.0,157.0,82.0,76.0,158.0,68.0,69.0,137.0,82.0,53.0,135.0,62.6,52.3,114.9,0.0,0.0,0.0,854.9,1513.9,2021,F
2120,Independent,2,1728,Berengarra School,Special,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,0.0,2.0,7.0,1.0,9.0,12.0,1.0,14.0,7.0,2.0,9.0,13.0,3.0,17.0,0.0,0.0,0.0,57.0,57.0,2021,F
2121,Independent,2,1729,Sholem Aleichem College,Primary,O,9.0,12.0,21.0,7.0,11.0,18.0,14.0,9.0,23.0,20.0,14.0,34.0,12.0,9.0,21.0,13.0,17.0,30.0,10.0,4.0,14.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,2021,F
2122,Independent,2,1734,Braemar College,Pri/Sec,O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,41.0,86.0,43.0,44.0,87.0,0.0,0.0,0.0,173.0,91.0,71.0,162.0,85.0,78.0,163.0,80.0,70.0,150.0,80.0,67.0,147.0,61.0,71.0,132.0,62.0,51.0,113.0,0.0,0.0,0.0,867.0,1040.0,2021,F
